title,City,full_address,rank_in_city,total_in_rank_list,overall_rating,count_of_reviews,Excellet_count,VGood_count,Average_count,Poor_count,Terrible_count,full_link,link,rank_quartile,Room Count
Fiesta Inn & Suites,SanAntonio,"4934 NW Loop 410, San Antonio, TX 78229-5312",325,358,1.5,103,1,4,8,3,79,https://www.tripadvisor.com/Hotel_Review-g60956-d99542-Reviews-Fiesta_Inn_Suites-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d99542-Reviews-Fiesta_Inn_Suites-San_Antonio_Texas.html,4,201
Siesta Inn and Suites,SanAntonio,"4441 Fredericksburg Road, San Antonio, TX 78201",326,358,1.5,2,0,0,0,1,1,https://www.tripadvisor.com/Hotel_Review-g60956-d559584-Reviews-Siesta_Inn_and_Suites-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d559584-Reviews-Siesta_Inn_and_Suites-San_Antonio_Texas.html,4,45
Hallmark Inn & Suites,SanAntonio,"6370 I-35 North, San Antonio, TX 78218",327,358,1.5,10,0,0,1,2,7,https://www.tripadvisor.com/Hotel_Review-g60956-d99501-Reviews-Hallmark_Inn_Suites-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d99501-Reviews-Hallmark_Inn_Suites-San_Antonio_Texas.html,4,87
Town House Motel - Airport,SanAntonio,"942 North-East Loop I-410, San Antonio, TX 78209",328,358,2,8,0,1,1,1,5,https://www.tripadvisor.com/Hotel_Review-g60956-d99414-Reviews-Town_House_Motel_Airport-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d99414-Reviews-Town_House_Motel_Airport-San_Antonio_Texas.html,4,61
Passport Inn San Antonio,SanAntonio,"1525 Upland Rd, San Antonio, TX 78219-4015",329,358,3,2,1,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60956-d240457-Reviews-Passport_Inn_San_Antonio-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d240457-Reviews-Passport_Inn_San_Antonio-San_Antonio_Texas.html,4,22
Best Value Inn of San Antonio/Kirby,SanAntonio,"5710 Industry Park Dr, San Antonio, TX 78218-4627",330,358,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60956-d295487-Reviews-Best_Value_Inn_of_San_Antonio_Kirby-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d295487-Reviews-Best_Value_Inn_of_San_Antonio_Kirby-San_Antonio_Texas.html,4,100
San Pedro Motel,SanAntonio,"6231 San Pedro Ave, San Antonio, TX 78216-7207",331,358,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60956-d1743841-Reviews-San_Pedro_Motel-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d1743841-Reviews-San_Pedro_Motel-San_Antonio_Texas.html,4,23
Roosevelt Inn Motel,SanAntonio,"2122 Roosevelt Ave, San Antonio, TX 78210-4917",332,358,1,2,0,0,0,0,2,https://www.tripadvisor.com/Hotel_Review-g60956-d3378444-Reviews-Roosevelt_Inn_Motel-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d3378444-Reviews-Roosevelt_Inn_Motel-San_Antonio_Texas.html,4,20
Park Inn San Antonio North,SanAntonio,"10811 N Interstate 35, San Antonio, TX 78233-6632",333,358,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60956-d240452-Reviews-Park_Inn_San_Antonio_North-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d240452-Reviews-Park_Inn_San_Antonio_North-San_Antonio_Texas.html,4,159
"Navy Gateway Inns & Suites, Naval Base San Diego",SanDiego,"2450 McHugh St Bldg 3362, San Diego, CA 92136-5395",245,286,2.5,2,0,0,1,1,0,https://www.tripadvisor.com/Hotel_Review-g60750-d8782651-Reviews-Navy_Gateway_Inns_Suites_Naval_Base_San_Diego-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d8782651-Reviews-Navy_Gateway_Inns_Suites_Naval_Base_San_Diego-San_Diego_California.html,4,865
Rodeway Inn San Diego Beach SeaWorld Area,SanDiego,"4345 Mission Bay Dr, San Diego, CA 92109-5728",246,286,3.5,112,15,37,15,7,21,https://www.tripadvisor.com/Hotel_Review-g60750-d602719-Reviews-Rodeway_Inn_San_Diego_Beach_SeaWorld_Area-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d602719-Reviews-Rodeway_Inn_San_Diego_Beach_SeaWorld_Area-San_Diego_California.html,4,45
San Diego Downtown Lodge,SanDiego,"1345 10th Ave, San Diego, CA 92101-4703",247,286,2.5,79,5,12,12,10,26,https://www.tripadvisor.com/Hotel_Review-g60750-d1201989-Reviews-San_Diego_Downtown_Lodge-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d1201989-Reviews-San_Diego_Downtown_Lodge-San_Diego_California.html,4,33
E-Z 8 Motel Old Town,SanDiego,"4747 Pacific Hwy, San Diego, CA 92110-2749",248,286,2.5,124,8,22,34,16,21,https://www.tripadvisor.com/Hotel_Review-g60750-d226602-Reviews-E_Z_8_Motel_Old_Town-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d226602-Reviews-E_Z_8_Motel_Old_Town-San_Diego_California.html,4,127
Harborview Inn and Suites,SanDiego,"550 W Grape St, San Diego, CA 92101-2207",249,286,2.5,234,18,43,35,16,91,https://www.tripadvisor.com/Hotel_Review-g60750-d119762-Reviews-Harborview_Inn_and_Suites-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d119762-Reviews-Harborview_Inn_and_Suites-San_Diego_California.html,4,40
Travelodge San Diego Seaworld,SanDiego,"3275 Rosecrans St, San Diego, CA 92110-4835",250,286,2.5,293,30,41,45,60,109,https://www.tripadvisor.com/Hotel_Review-g60750-d6519250-Reviews-Travelodge_San_Diego_Seaworld-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d6519250-Reviews-Travelodge_San_Diego_Seaworld-San_Diego_California.html,4,46
La Petite Rouge Motel,SanDiego,"6840 El Cajon Blvd, San Diego, CA 92115-1797",251,286,2.5,10,3,0,0,1,6,https://www.tripadvisor.com/Hotel_Review-g60750-d226607-Reviews-La_Petite_Rouge_Motel-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d226607-Reviews-La_Petite_Rouge_Motel-San_Diego_California.html,4,22
Howard Johnson Inn San Diego Hotel Circle,SanDiego,"1631 Hotel Cir S, San Diego, CA 92108-3317",252,286,2,753,26,72,168,190,277,https://www.tripadvisor.com/Hotel_Review-g60750-d80192-Reviews-Howard_Johnson_Inn_San_Diego_Hotel_Circle-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d80192-Reviews-Howard_Johnson_Inn_San_Diego_Hotel_Circle-San_Diego_California.html,4,81
Mission Valley Resort,SanDiego,"875 Hotel Cir S, San Diego, CA 92108-3406",253,286,2.5,748,96,97,80,98,282,https://www.tripadvisor.com/Hotel_Review-g60750-d80244-Reviews-Mission_Valley_Resort-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d80244-Reviews-Mission_Valley_Resort-San_Diego_California.html,4,202
Bay Inn and Suites,SanDiego,"3325 Midway Dr, San Diego, CA 92110-4910",254,286,2.5,117,8,19,26,17,34,https://www.tripadvisor.com/Hotel_Review-g60750-d83372-Reviews-Bay_Inn_and_Suites-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d83372-Reviews-Bay_Inn_and_Suites-San_Diego_California.html,4,46
The Consulate Hotel,SanDiego,"2901 Nimitz Blvd, San Diego, CA 92106-2321",256,286,2,160,9,19,14,33,76,https://www.tripadvisor.com/Hotel_Review-g60750-d80276-Reviews-The_Consulate_Hotel-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d80276-Reviews-The_Consulate_Hotel-San_Diego_California.html,4,110
Travel Time Motel,SanDiego,"5447 El Cajon Blvd, San Diego, CA 92115-3620",257,286,2,7,0,1,1,2,2,https://www.tripadvisor.com/Hotel_Review-g60750-d1640258-Reviews-Travel_Time_Motel-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d1640258-Reviews-Travel_Time_Motel-San_Diego_California.html,4,45
Friendship Hotel,SanDiego,"3942 Eighth Ave., San Diego, CA 92103",258,286,2,8,1,1,1,0,5,https://www.tripadvisor.com/Hotel_Review-g60750-d119765-Reviews-Friendship_Hotel-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d119765-Reviews-Friendship_Hotel-San_Diego_California.html,4,5
Churchill Hotel San Diego,SanDiego,"827 C St., San Diego, CA 92101",259,286,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60750-d586465-Reviews-Churchill_Hotel_San_Diego-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d586465-Reviews-Churchill_Hotel_San_Diego-San_Diego_California.html,4,94
Ace Budget Motel,SanDiego,"7058 El Cajon Blvd, San Diego, CA 92115-1824",260,286,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60750-d10319564-Reviews-Ace_Budget_Motel-San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g60750-d10319564-Reviews-Ace_Budget_Motel-San_Diego_California.html,4,
Rodeway Inn Civic Center,SanFrancisco,"860 Eddy St, San Francisco, CA 94109-7711",206,231,2.5,183,5,19,39,19,51,https://www.tripadvisor.com/Hotel_Review-g60713-d81256-Reviews-Rodeway_Inn_Civic_Center-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d81256-Reviews-Rodeway_Inn_Civic_Center-San_Francisco_California.html,4,34
The Embassy Hotel,SanFrancisco,"610 Polk St, San Francisco, CA 94102-3328",207,231,2.5,289,1,29,34,34,53,https://www.tripadvisor.com/Hotel_Review-g60713-d80766-Reviews-The_Embassy_Hotel-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d80766-Reviews-The_Embassy_Hotel-San_Francisco_California.html,4,128
Synergy Avalon Mission Bay,SanFrancisco,"255 King St, San Francisco, CA 94107-1700",208,231,4,3,2,0,0,1,0,https://www.tripadvisor.com/Hotel_Review-g60713-d571427-Reviews-Synergy_Avalon_Mission_Bay-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d571427-Reviews-Synergy_Avalon_Mission_Bay-San_Francisco_California.html,4,207
Taylor Hotel,SanFrancisco,"615 Taylor St, San Francisco, CA 94102-1015",209,231,2.5,111,9,17,15,18,27,https://www.tripadvisor.com/Hotel_Review-g60713-d278862-Reviews-Taylor_Hotel-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d278862-Reviews-Taylor_Hotel-San_Francisco_California.html,4,34
City Center Inn & Suites - San Francisco,SanFrancisco,"240 7th St, San Francisco, CA 94103-4004",210,231,2,251,8,22,27,33,115,https://www.tripadvisor.com/Hotel_Review-g60713-d81246-Reviews-City_Center_Inn_Suites_San_Francisco-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d81246-Reviews-City_Center_Inn_Suites_San_Francisco-San_Francisco_California.html,4,68
Beach Motel,SanFrancisco,"4211 Judah St, San Francisco, CA 94122-1026",212,231,2,69,0,7,7,7,29,https://www.tripadvisor.com/Hotel_Review-g60713-d549444-Reviews-Beach_Motel-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d549444-Reviews-Beach_Motel-San_Francisco_California.html,4,20
Harcourt Hotel,SanFrancisco,"1105 Larkin St, San Francisco, CA 94109-5718",213,231,2,10,1,1,0,0,7,https://www.tripadvisor.com/Hotel_Review-g60713-d565629-Reviews-Harcourt_Hotel-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d565629-Reviews-Harcourt_Hotel-San_Francisco_California.html,4,93
Kailash Hotel,SanFrancisco,"179 Julian Ave, San Francisco, CA 94103-3447",214,231,2,14,0,0,3,1,5,https://www.tripadvisor.com/Hotel_Review-g60713-d10696642-Reviews-Kailash_Hotel-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d10696642-Reviews-Kailash_Hotel-San_Francisco_California.html,4,
Presidio Inn & Suites,SanFrancisco,"2361 Lombard St, San Francisco, CA 94123-2601",215,231,2,220,12,12,21,22,73,https://www.tripadvisor.com/Hotel_Review-g60713-d80987-Reviews-Presidio_Inn_Suites-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d80987-Reviews-Presidio_Inn_Suites-San_Francisco_California.html,4,24
Aldrich Hotel,SanFrancisco,"439 Jones St, San Francisco, CA 94102-6552",216,231,1.5,30,2,0,1,1,14,https://www.tripadvisor.com/Hotel_Review-g60713-d1015196-Reviews-Aldrich_Hotel-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d1015196-Reviews-Aldrich_Hotel-San_Francisco_California.html,4,48
Vantaggio Suites - Garland,SanFrancisco,"505 Ofarrell St, San Francisco, CA 94102-1931",217,231,2,15,0,0,0,4,2,https://www.tripadvisor.com/Hotel_Review-g60713-d320147-Reviews-Vantaggio_Suites_Garland-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d320147-Reviews-Vantaggio_Suites_Garland-San_Francisco_California.html,4,70
Civic Center Inn,SanFrancisco,"790 Ellis St, San Francisco, CA 94109-7909",218,231,1.5,256,0,11,26,25,113,https://www.tripadvisor.com/Hotel_Review-g60713-d81487-Reviews-Civic_Center_Inn-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d81487-Reviews-Civic_Center_Inn-San_Francisco_California.html,4,80
Hotel Tropica,SanFrancisco,"663 Valencia St, San Francisco, CA 94110-1150",219,231,2,51,2,7,3,11,18,https://www.tripadvisor.com/Hotel_Review-g60713-d282764-Reviews-Hotel_Tropica-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d282764-Reviews-Hotel_Tropica-San_Francisco_California.html,4,40
Verona,SanFrancisco,"317 Leavenworth St, San Francisco, CA 94102-2612",220,231,2,23,2,3,0,2,14,https://www.tripadvisor.com/Hotel_Review-g60713-d81526-Reviews-Verona-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d81526-Reviews-Verona-San_Francisco_California.html,4,65
Pensione International,SanFrancisco,"875 Post St, San Francisco, CA 94109-6012",221,231,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60713-d119636-Reviews-Pensione_International-San_Francisco_California.html,https://www.tripadvisor.com/Hotel_Review-g60713-d119636-Reviews-Pensione_International-San_Francisco_California.html,4,173
Seaview Hotel,SantaMonica,"1760 Ocean Ave, Santa Monica, CA 90401-3214",28,36,3.5,486,82,146,59,27,30,https://www.tripadvisor.com/Hotel_Review-g33052-d676590-Reviews-Seaview_Hotel-Santa_Monica_California.html,https://www.tripadvisor.com/Hotel_Review-g33052-d676590-Reviews-Seaview_Hotel-Santa_Monica_California.html,3,20
Cal Mar Hotel Suites,SantaMonica,"220 California Ave, Santa Monica, CA 90403-3606",29,36,3.5,463,94,157,74,25,25,https://www.tripadvisor.com/Hotel_Review-g33052-d82040-Reviews-Cal_Mar_Hotel_Suites-Santa_Monica_California.html,https://www.tripadvisor.com/Hotel_Review-g33052-d82040-Reviews-Cal_Mar_Hotel_Suites-Santa_Monica_California.html,3,36
Days Inn Santa Monica/los Angeles,SantaMonica,"3007 Santa Monica Blvd, Santa Monica, CA 90404-2505",30,36,3,496,55,101,125,68,52,https://www.tripadvisor.com/Hotel_Review-g33052-d82052-Reviews-Days_Inn_Santa_Monica_los_Angeles-Santa_Monica_California.html,https://www.tripadvisor.com/Hotel_Review-g33052-d82052-Reviews-Days_Inn_Santa_Monica_los_Angeles-Santa_Monica_California.html,3,68
American Motel,SantaMonica,"1243 Lincoln Blvd, Santa Monica, CA 90401-1703",31,36,2,6,1,0,1,0,2,https://www.tripadvisor.com/Hotel_Review-g33052-d1631560-Reviews-American_Motel-Santa_Monica_California.html,https://www.tripadvisor.com/Hotel_Review-g33052-d1631560-Reviews-American_Motel-Santa_Monica_California.html,3,9
Ocean Lodge Hotel,SantaMonica,"1667 Ocean Ave, Santa Monica, CA 90401-3211",32,36,3.5,173,29,36,30,11,14,https://www.tripadvisor.com/Hotel_Review-g33052-d594272-Reviews-Ocean_Lodge_Hotel-Santa_Monica_California.html,https://www.tripadvisor.com/Hotel_Review-g33052-d594272-Reviews-Ocean_Lodge_Hotel-Santa_Monica_California.html,4,20
Rest Haven Motel,SantaMonica,"815 Grant St, Santa Monica, CA 90405-1311",33,36,3.5,235,36,74,34,7,4,https://www.tripadvisor.com/Hotel_Review-g33052-d1529203-Reviews-Rest_Haven_Motel-Santa_Monica_California.html,https://www.tripadvisor.com/Hotel_Review-g33052-d1529203-Reviews-Rest_Haven_Motel-Santa_Monica_California.html,4,14
Ocean Park Inn,SantaMonica,"2452 Lincoln Blvd, Santa Monica, CA 90405",35,36,3,263,23,50,31,22,33,https://www.tripadvisor.com/Hotel_Review-g33052-d119395-Reviews-Ocean_Park_Inn-Santa_Monica_California.html,https://www.tripadvisor.com/Hotel_Review-g33052-d119395-Reviews-Ocean_Park_Inn-Santa_Monica_California.html,4,29
Pavilions Motel,SantaMonica,"2338 Ocean Park Blvd, Santa Monica, CA 90405-5108",36,36,1.5,85,2,4,6,5,48,https://www.tripadvisor.com/Hotel_Review-g33052-d792918-Reviews-Pavilions_Motel-Santa_Monica_California.html,https://www.tripadvisor.com/Hotel_Review-g33052-d792918-Reviews-Pavilions_Motel-Santa_Monica_California.html,4,8
Knights Inn San Ysidro,SanYsidroSanDiego,"230 Via de San Ysidro, San Ysidro, San Diego, CA 92173-2909",5,8,3,97,25,8,5,12,23,https://www.tripadvisor.com/Hotel_Review-g33040-d81799-Reviews-Knights_Inn_San_Ysidro-San_Ysidro_San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g33040-d81799-Reviews-Knights_Inn_San_Ysidro-San_Ysidro_San_Diego_California.html,3,119
Rodeway Inn San Ysidro,SanYsidroSanDiego,"643 E San Ysidro Blvd, San Ysidro, San Diego, CA 92173-3112",6,8,2.5,40,3,4,6,6,8,https://www.tripadvisor.com/Hotel_Review-g33040-d226139-Reviews-Rodeway_Inn_San_Ysidro-San_Ysidro_San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g33040-d226139-Reviews-Rodeway_Inn_San_Ysidro-San_Ysidro_San_Diego_California.html,3,68
Travelodge San Ysidro,SanYsidroSanDiego,"190 East Calle Primera, San Ysidro, San Diego, CA 92173-2921",7,8,3,611,71,132,92,69,146,https://www.tripadvisor.com/Hotel_Review-g33040-d555853-Reviews-Travelodge_San_Ysidro-San_Ysidro_San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g33040-d555853-Reviews-Travelodge_San_Ysidro-San_Ysidro_San_Diego_California.html,4,80
Flamingo Motel,SanYsidroSanDiego,"4625 Border Village Rd, San Ysidro, San Diego, CA 92173-3105",8,8,2,2,0,0,1,0,1,https://www.tripadvisor.com/Hotel_Review-g33040-d253315-Reviews-Flamingo_Motel-San_Ysidro_San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g33040-d253315-Reviews-Flamingo_Motel-San_Ysidro_San_Diego_California.html,4,25
Executive Extended Stay Suites and Hotel,Seattle,"300 10th Ave., Seattle, WA 98122",83,105,3,14,3,4,0,1,5,https://www.tripadvisor.com/Hotel_Review-g60878-d100531-Reviews-Executive_Extended_Stay_Suites_and_Hotel-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d100531-Reviews-Executive_Extended_Stay_Suites_and_Hotel-Seattle_Washington.html,3,76
Days Inn Seattle North,Seattle,"19527 Aurora Ave N, Seattle, WA 98133-3520",84,105,3,463,50,118,152,72,55,https://www.tripadvisor.com/Hotel_Review-g60878-d216847-Reviews-Days_Inn_Seattle_North-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d216847-Reviews-Days_Inn_Seattle_North-Seattle_Washington.html,3,56
Marco Polo Motel,Seattle,"4114 Aurora Ave N, Seattle, WA 98103-7812",85,105,3,109,6,32,31,12,11,https://www.tripadvisor.com/Hotel_Review-g60878-d123032-Reviews-Marco_Polo_Motel-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d123032-Reviews-Marco_Polo_Motel-Seattle_Washington.html,3,37
Continental Plaza Seattle,Seattle,"2500 Aurora Ave. N, Seattle, WA 98109",86,105,3.5,2,0,1,1,0,0,https://www.tripadvisor.com/Hotel_Review-g60878-d100513-Reviews-Continental_Plaza_Seattle-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d100513-Reviews-Continental_Plaza_Seattle-Seattle_Washington.html,4,94
Panama Hotel,Seattle,"605 1/2 S Main St, Seattle, WA 98104-2717",87,105,3,192,32,44,35,25,42,https://www.tripadvisor.com/Hotel_Review-g60878-d290883-Reviews-Panama_Hotel-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d290883-Reviews-Panama_Hotel-Seattle_Washington.html,4,101
Days Inn Seattle North of Downtown,Seattle,"9100 Aurora Ave N, Seattle, WA 98103-3924",88,105,3,453,52,131,139,58,62,https://www.tripadvisor.com/Hotel_Review-g60878-d1105065-Reviews-Days_Inn_Seattle_North_of_Downtown-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d1105065-Reviews-Days_Inn_Seattle_North_of_Downtown-Seattle_Washington.html,4,56
Days Inn Town Center Hotel Seattle,Seattle,"2205 7th Ave, Seattle, WA 98121-1909",89,105,2.5,54,3,9,16,8,16,https://www.tripadvisor.com/Hotel_Review-g60878-d224835-Reviews-Days_Inn_Town_Center_Hotel_Seattle-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d224835-Reviews-Days_Inn_Town_Center_Hotel_Seattle-Seattle_Washington.html,4,91
Extended Stay America - Seattle - Northgate,Seattle,"13300 Stone Ave N, Seattle, WA 98133-7625",90,105,3,136,22,29,25,24,30,https://www.tripadvisor.com/Hotel_Review-g60878-d281526-Reviews-Extended_Stay_America_Seattle_Northgate-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d281526-Reviews-Extended_Stay_America_Seattle_Northgate-Seattle_Washington.html,4,131
Travelodge Seattle University,Seattle,"4725 25th Ave NE, Seattle, WA 98105-4105",92,105,2.5,826,67,142,213,195,185,https://www.tripadvisor.com/Hotel_Review-g60878-d100577-Reviews-Travelodge_Seattle_University-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d100577-Reviews-Travelodge_Seattle_University-Seattle_Washington.html,4,74
The College Inn,Seattle,"4000 University Way NE, Seattle, WA 98105-6209",95,105,3,100,16,16,19,15,20,https://www.tripadvisor.com/Hotel_Review-g60878-d122998-Reviews-The_College_Inn-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d122998-Reviews-The_College_Inn-Seattle_Washington.html,4,27
La Hacienda Motel,Seattle,"5414 1st Ave S, Seattle, WA 98108-2208",96,105,2,55,1,5,12,9,26,https://www.tripadvisor.com/Hotel_Review-g60878-d122985-Reviews-La_Hacienda_Motel-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d122985-Reviews-La_Hacienda_Motel-Seattle_Washington.html,4,35
Seattle Pacific Hotel,Seattle,"325 Aurora Ave N, Seattle, WA 98109-4608",97,105,2,202,3,17,24,20,115,https://www.tripadvisor.com/Hotel_Review-g60878-d100584-Reviews-Seattle_Pacific_Hotel-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d100584-Reviews-Seattle_Pacific_Hotel-Seattle_Washington.html,4,59
Eighth Avenue Inn,Seattle,"2213 8th Ave, Seattle, WA 98121-1905",98,105,2,51,1,4,16,11,18,https://www.tripadvisor.com/Hotel_Review-g60878-d112434-Reviews-Eighth_Avenue_Inn-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d112434-Reviews-Eighth_Avenue_Inn-Seattle_Washington.html,4,73
Hotel Seattle,Seattle,"315 Seneca Street, Seattle, WA 98101-2999",99,105,2,225,3,16,34,40,108,https://www.tripadvisor.com/Hotel_Review-g60878-d100506-Reviews-Hotel_Seattle-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d100506-Reviews-Hotel_Seattle-Seattle_Washington.html,4,78
Sunhill Motel,Seattle,"8517 Aurora Ave N, Seattle, WA 98103-3911",100,105,2,5,0,1,0,2,2,https://www.tripadvisor.com/Hotel_Review-g60878-d1630840-Reviews-Sunhill_Motel-Seattle_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60878-d1630840-Reviews-Sunhill_Motel-Seattle_Washington.html,4,12
Days Inn ST. Petersburg Central,St.Petersburg,"650 34th St N, St. Petersburg, FL 33713-9027",23,43,3.5,456,127,145,73,43,47,https://www.tripadvisor.com/Hotel_Review-g34607-d85764-Reviews-Days_Inn_ST_Petersburg_Central-St_Petersburg_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34607-d85764-Reviews-Days_Inn_ST_Petersburg_Central-St_Petersburg_Florida.html,3,28
Holiday Inn Express Hotel & Suites St. Petersburg North I-275,St.Petersburg,"2171 54th Ave N, St. Petersburg, FL 33714",24,43,4,196,68,69,27,13,12,https://www.tripadvisor.com/Hotel_Review-g34607-d596137-Reviews-Holiday_Inn_Express_Hotel_Suites_St_Petersburg_North_I_275-St_Petersburg_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34607-d596137-Reviews-Holiday_Inn_Express_Hotel_Suites_St_Petersburg_North_I_275-St_Petersburg_Florida.html,3,76
